clip_id,hand_side,object,n_frames,pct_any_tip_inside,pct_3plus_tips_inside,max_tip_depth_mm,mean_tip_depth_when_inside_mm,longest_tip_penetration_streak,pct_any_lm_inside,max_lm_depth_mm,mean_n_lm_inside
hocap__subject_4__20231026_162155__seg02,right,g11_2,293,49.829351535836174,0.0,31.423903683367456,15.040798996971354,144,49.829351535836174,31.423903683367456,2.047945205479452
hocap__subject_4__20231026_162248__seg00,right,g11_2,336,79.46428571428571,63.39285714285714,35.40373840694054,13.47683151794885,267,79.46428571428571,35.40373840694054,5.775280898876405
hocap__subject_4__20231026_162248__seg01,right,g11_1,429,87.41258741258741,15.384615384615385,29.5867073734477,12.979429695958165,375,87.41258741258741,29.5867073734477,3.1546666666666665
hocap__subject_4__20231026_163223__seg00,right,g16_2,467,0.8565310492505354,0.0,12.16661459067764,7.237640084354401,3,1.070663811563169,12.16661459067764,1.0
hocap__subject_4__20231026_163223__seg01,right,g16_4,317,27.129337539432175,0.0,17.905077010725257,5.567076182389221,23,27.444794952681388,17.905077010725257,1.2988505747126438
hocap__subject_4__20231026_163223__seg02,right,g16_1,223,77.57847533632287,30.04484304932735,26.187412196930858,6.982516080803107,173,77.57847533632287,26.187412196930858,2.601156069364162
hocap__subject_4__20231026_164131__seg00,left,g20_1,1172,11.262798634812286,8.788395904436861,25.880690395040446,11.825694677809096,132,11.262798634812286,25.880690395040446,4.318181818181818
hocap__subject_4__20231026_164131__seg00,right,g20_1,1172,9.982935153583618,9.044368600682594,23.934160551799287,10.841182017895457,117,10.06825938566553,23.934160551799287,4.889830508474576
hocap__subject_4__20231026_164812__seg00,right,g21_1,237,81.85654008438819,39.24050632911392,29.74871608747048,13.6176177569654,183,82.27848101265823,29.74871608747048,4.112820512820512
hocap__subject_4__20231026_164812__seg01,right,g21_3,163,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
hocap__subject_4__20231026_164812__seg02,right,g21_2,513,14.619883040935672,0.0,9.731609855362487,3.0647382754777177,38,14.619883040935672,9.731609855362487,1.0
hocap__subject_4__20231026_164958__seg00,right,g21_1,382,78.79581151832461,61.25654450261781,27.371671657117194,15.129574588633815,301,78.79581151832461,27.371671657117194,4.820598006644518
hocap__subject_5__20231027_112303__seg00,right,g15_2,155,60.64516129032258,0.0,18.069832938218074,13.276368751342327,94,60.64516129032258,18.069832938218074,1.6914893617021276
hocap__subject_5__20231027_112303__seg01,right,g15_3,392,26.02040816326531,4.336734693877551,19.673769335950755,9.559938101510857,102,26.02040816326531,19.673769335950755,2.4019607843137254
hocap__subject_5__20231027_112303__seg02,right,g15_1,220,53.18181818181819,26.36363636363636,28.94515224780729,12.128425434521658,117,56.36363636363636,28.94515224780729,2.967741935483871
hocap__subject_5__20231027_113202__seg00,left,g18_1,210,47.14285714285714,40.95238095238095,33.91058207178814,18.346851336534716,99,47.14285714285714,35.091033667900945,10.333333333333334
hocap__subject_5__20231027_113202__seg00,right,g18_1,210,44.285714285714285,15.238095238095239,33.415374744602886,11.30607352091847,89,44.761904761904766,33.415374744602886,5.053191489361702
hocap__subject_5__20231027_113202__seg01,left,g18_2,261,28.735632183908045,1.9157088122605364,14.330187330719268,6.536373100805802,67,31.800766283524908,14.330187330719268,2.746987951807229
hocap__subject_5__20231027_113202__seg01,right,g18_2,261,23.371647509578544,2.681992337164751,14.00320193031894,4.922482676143447,49,23.371647509578544,14.00320193031894,2.2131147540983607
hocap__subject_5__20231027_113202__seg02,left,g18_2,253,2.371541501976284,0.0,14.324817314182466,9.768438824495847,5,2.371541501976284,14.324817314182466,1.5
hocap__subject_5__20231027_113202__seg02,right,g18_2,253,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
hocap__subject_5__20231027_113202__seg03,left,g18_3,230,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
hocap__subject_5__20231027_113202__seg03,right,g18_3,230,3.0434782608695654,0.0,14.77549157768053,8.958334070907537,4,3.0434782608695654,14.77549157768053,1.1428571428571428
hocap__subject_5__20231027_113535__seg00,left,g19_1,242,39.66942148760331,26.446280991735538,22.33330286802584,10.055677345414615,96,39.66942148760331,22.33330286802584,3.8020833333333335
hocap__subject_5__20231027_113535__seg00,right,g19_1,242,17.355371900826448,0.0,10.66874991217162,2.4772177687384214,38,39.66942148760331,13.441643795606065,1.8020833333333333
hocap__subject_5__20231027_113535__seg01,left,g19_4,237,37.130801687763714,5.063291139240507,14.359534149746324,6.645962917473882,88,51.0548523206751,14.359534149746324,3.793388429752066
hocap__subject_5__20231027_113535__seg01,right,g19_4,237,33.33333333333333,15.611814345991561,13.253963836545784,6.2842851548119905,73,33.33333333333333,13.253963836545784,5.848101265822785
hocap__subject_5__20231027_113535__seg03,left,g19_3,220,35.0,0.0,17.054866955400865,6.909568396172198,77,35.0,17.054866955400865,1.2597402597402598
hocap__subject_5__20231027_113535__seg03,right,g19_3,220,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
hocap__subject_6__20231025_110646__seg00,right,g05_4,220,22.727272727272727,1.3636363636363635,12.53505475580573,5.940723819210201,37,30.0,13.596612942861482,2.106060606060606
hocap__subject_6__20231025_110646__seg01,right,g05_1,316,57.27848101265823,7.9113924050632916,24.899344498550757,14.030245626159275,172,57.27848101265823,24.899344498550757,3.1988950276243093
hocap__subject_6__20231025_110646__seg02,right,g05_2,298,49.664429530201346,0.0,12.259623312126292,6.62137508608418,148,49.664429530201346,12.259623312126292,1.8783783783783783
hocap__subject_6__20231025_110646__seg03,right,g05_3,238,75.63025210084034,46.21848739495798,15.605592516049384,4.736520035597809,118,75.63025210084034,15.605592516049384,2.5166666666666666
hocap__subject_6__20231025_110808__seg00,left,g05_4,233,10.72961373390558,0.0,12.702173054758887,5.009129255819441,12,39.91416309012876,13.776354223222773,2.946236559139785
hocap__subject_6__20231025_110808__seg00,right,g05_4,233,24.034334763948497,3.862660944206009,13.123189040222426,4.9885456286106455,53,31.759656652360512,13.123189040222426,2.2837837837837838
hocap__subject_6__20231025_110808__seg01,left,g05_1,471,22.929936305732486,18.471337579617835,24.808836296795835,9.69660859493688,98,23.142250530785564,24.808836296795835,6.6422018348623855
hocap__subject_6__20231025_110808__seg01,right,g05_1,471,7.43099787685775,5.095541401273886,22.720323389482154,9.9399836322961,35,7.43099787685775,22.720323389482154,3.7714285714285714
hocap__subject_6__20231025_110808__seg02,left,g05_3,244,40.98360655737705,36.47540983606557,15.05046552076899,5.621667839970433,100,40.98360655737705,15.05046552076899,6.34
hocap__subject_6__20231025_110808__seg02,right,g05_3,244,34.42622950819672,0.0,5.768721240227118,2.004938098097373,68,34.42622950819672,5.768721240227118,1.4523809523809523
hocap__subject_6__20231025_110808__seg03,left,g05_1,418,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
hocap__subject_6__20231025_110808__seg03,right,g05_1,418,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
hocap__subject_6__20231025_111118__seg00,right,g06_4,237,5.9071729957805905,0.0,8.72298321883553,4.519151018766094,10,16.455696202531644,15.19164896316933,1.1794871794871795
hocap__subject_6__20231025_111118__seg01,right,g06_2,279,67.74193548387096,64.51612903225806,33.685722815431404,16.753990478670467,189,67.74193548387096,33.685722815431404,7.428571428571429
hocap__subject_6__20231025_111118__seg02,right,g06_3,285,58.59649122807018,42.80701754385965,23.72098852897689,11.593231230929668,157,58.59649122807018,23.72098852897689,4.377245508982036
hocap__subject_6__20231025_111118__seg03,right,g06_1,275,40.36363636363636,0.0,11.709035278210633,5.931514308822541,69,40.36363636363636,11.709035278210633,1.3243243243243243
hocap__subject_6__20231025_111357__seg00,right,g06_2,462,82.25108225108225,36.36363636363637,24.81237757276133,8.36495893381276,376,82.46753246753246,33.38372766323358,3.141732283464567
hocap__subject_6__20231025_111357__seg01,right,g06_3,474,77.21518987341773,43.24894514767932,23.177293672012077,8.575777332429407,366,77.42616033755274,23.177293672012077,6.1498637602179835
hocap__subject_6__20231025_111357__seg02,right,g06_4,115,18.26086956521739,7.82608695652174,9.844525006932814,3.0054574599650317,21,18.26086956521739,9.844525006932814,2.2857142857142856
hocap__subject_6__20231025_111357__seg03,right,g06_4,123,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
hocap__subject_6__20231025_111357__seg04,right,g06_4,114,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
hocap__subject_6__20231025_111357__seg05,right,g06_1,521,64.10748560460652,8.061420345489443,12.909333006644118,6.082458926684953,113,69.48176583493282,12.909333006644118,2.5552486187845305
hocap__subject_6__20231025_112229__seg00,left,g09_1,234,25.64102564102564,24.358974358974358,11.580463837905533,6.689502245564374,60,25.64102564102564,11.580463837905533,5.716666666666667
hocap__subject_6__20231025_112229__seg00,right,g09_1,234,34.18803418803419,4.700854700854701,9.714365285309773,3.6943527117520287,46,34.18803418803419,9.714365285309773,1.3
hocap__subject_6__20231025_112229__seg01,left,g09_3,257,32.68482490272373,5.447470817120623,20.471032105859813,9.780762052021132,84,32.68482490272373,20.471032105859813,3.488095238095238
hocap__subject_6__20231025_112229__seg01,right,g09_3,257,26.459143968871597,0.0,11.126040551334198,4.672591461623971,68,27.626459143968873,11.126040551334198,1.3380281690140845
hocap__subject_6__20231025_112229__seg02,left,g09_1,288,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
hocap__subject_6__20231025_112229__seg02,right,g09_1,288,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
hocap__subject_6__20231025_112229__seg03,left,g09_1,272,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
hocap__subject_6__20231025_112229__seg03,right,g09_1,272,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
hocap__subject_6__20231025_112332__seg00,right,g09_1,350,52.0,0.5714285714285714,8.02081570763018,2.232652449392588,53,52.0,8.02081570763018,1.1593406593406594
hocap__subject_6__20231025_112332__seg01,right,g09_3,552,50.54347826086957,0.7246376811594203,18.929012113733478,5.235138918539746,73,50.90579710144928,20.303943505850746,1.8398576512455516
hocap__subject_6__20231025_112332__seg02,right,g09_1,548,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
hocap__subject_6__20231025_112332__seg03,right,g09_2,129,20.155038759689923,0.0,1.6636047402623033,0.7209010355871741,23,52.71317829457365,5.977811244622224,1.6470588235294117
hocap__subject_6__20231025_112332__seg04,right,g09_1,540,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
hocap__subject_6__20231025_112546__seg00,right,g22_1,271,39.85239852398524,0.0,16.106626574296797,8.22879642754536,58,55.71955719557196,21.74494264098186,3.8211920529801326
hocap__subject_6__20231025_112546__seg01,right,g22_2,305,50.49180327868853,0.0,11.446045850676013,6.615272183657641,154,50.49180327868853,11.446045850676013,3.6233766233766236
hocap__subject_6__20231025_112546__seg02,right,g22_3,275,41.81818181818181,3.6363636363636362,6.575079102724816,3.6197860947369858,115,41.81818181818181,6.575079102724816,1.5913043478260869
hocap__subject_7__20231022_190534__seg00,left,g01_2,421,90.97387173396675,90.49881235154395,24.515861054904523,12.594764698663877,383,90.97387173396675,24.515861054904523,7.7441253263707575
hocap__subject_7__20231022_190534__seg01,left,g01_3,614,89.08794788273615,21.335504885993487,33.930605292110116,13.660910068109416,396,89.25081433224756,34.516075701325704,7.312043795620438
hocap__subject_7__20231022_192832__seg00,left,g04_1,406,85.71428571428571,0.24630541871921183,26.894319421365573,12.238812211736182,348,85.71428571428571,26.894319421365573,3.9655172413793105
hocap__subject_7__20231022_193506__seg00,right,g02_1,227,50.22026431718062,18.94273127753304,37.96461414886221,10.104517436501842,98,64.75770925110133,37.96461414886221,6.4353741496598635
hocap__subject_7__20231022_193506__seg01,right,g02_2,622,19.292604501607716,0.964630225080386,12.281200449572015,2.7149673226033495,91,34.08360128617363,22.647171393987644,2.509433962264151
hocap__subject_7__20231022_193506__seg02,right,g02_3,328,70.42682926829268,66.46341463414635,35.54557014011993,14.167808998933953,231,70.42682926829268,35.54557014011993,6.2813852813852815
hocap__subject_7__20231022_193630__seg00,left,g02_1,383,22.97650130548303,3.3942558746736298,24.838158906651092,8.955116376665705,84,22.97650130548303,24.838158906651092,2.8636363636363638
hocap__subject_7__20231022_193630__seg00,right,g02_1,383,51.958224543080945,17.75456919060052,29.65418715390571,8.695277005526865,103,51.958224543080945,29.65418715390571,2.236180904522613
hocap__subject_7__20231022_193630__seg01,left,g02_3,397,40.302267002518896,9.571788413098236,26.524515306858273,5.260272933825312,72,53.904282115869016,26.524515306858273,3.5700934579439254
hocap__subject_7__20231022_193630__seg01,right,g02_3,397,50.62972292191436,31.48614609571788,36.117969281448985,18.685122310905875,201,50.62972292191436,36.117969281448985,5.189054726368159
hocap__subject_7__20231022_193809__seg00,left,g02_1,554,82.49097472924187,61.91335740072203,35.123875657489954,14.160277302150892,448,82.67148014440433,35.123875657489954,5.141921397379913
hocap__subject_7__20231022_193809__seg01,left,g02_4,429,90.20979020979021,46.386946386946384,26.45863441831868,12.391492696794849,387,90.20979020979021,26.489001978872725,5.808785529715762
hocap__subject_7__20231023_162803__seg00,left,g18_1,279,68.45878136200717,66.66666666666666,32.75561680759307,13.580372458940788,191,68.45878136200717,32.75561680759307,8.193717277486911
hocap__subject_7__20231023_162803__seg01,left,g18_2,278,41.726618705035975,9.352517985611511,14.134391906171787,6.172318819544654,80,60.79136690647482,14.134391906171787,2.088757396449704
hocap__subject_7__20231023_162803__seg02,left,g18_4,256,55.46875,3.90625,28.473528460858805,11.80156706640074,142,55.46875,28.473528460858805,2.3732394366197185
hocap__subject_7__20231023_162803__seg03,left,g18_3,279,17.921146953405017,0.0,6.443850826170992,2.5661432226347225,24,17.921146953405017,6.443850826170992,1.18
hocap__subject_7__20231023_163653__seg00,left,g07_1,271,45.75645756457565,0.0,16.608002407197283,10.122104556610974,124,45.75645756457565,16.91974029225542,3.588709677419355
hocap__subject_7__20231023_163653__seg00,right,g07_1,271,89.66789667896678,0.0,22.58393475547637,8.581267760825417,240,89.66789667896678,22.58393475547637,3.921810699588477
hocap__subject_7__20231023_163653__seg01,left,g07_1,356,84.5505617977528,1.9662921348314606,21.621681955489038,8.710102876253089,165,85.95505617977528,22.495723265233103,3.522875816993464
hocap__subject_7__20231023_163653__seg01,right,g07_1,356,82.02247191011236,2.8089887640449436,21.06146987931423,6.431830618707312,92,91.85393258426966,22.69608851096741,4.015290519877676
hocap__subject_8__20231024_180111__seg00,left,g01_1,293,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
hocap__subject_8__20231024_180111__seg00,right,g01_1,293,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
hocap__subject_8__20231024_180111__seg01,left,g01_1,853,12.661195779601405,8.440797186400937,35.51804966183988,17.610459841396256,108,12.661195779601405,35.51804966183988,5.777777777777778
hocap__subject_8__20231024_180111__seg01,right,g01_1,853,12.543962485345839,0.0,23.35960435181833,6.054842047626164,62,12.543962485345839,23.35960435181833,1.6728971962616823
hocap__subject_8__20231024_180651__seg00,right,g06_4,246,32.926829268292686,0.0,15.549143323781038,5.252402452445243,43,39.83739837398374,15.549143323781038,1.5510204081632653
hocap__subject_8__20231024_180651__seg01,right,g06_1,505,25.742574257425744,17.425742574257423,11.10171937535801,5.825946017295971,106,25.742574257425744,11.10171937535801,3.7846153846153845
hocap__subject_8__20231024_180651__seg02,right,g06_2,294,68.70748299319727,62.925170068027214,24.680303445716692,8.936299409564613,202,68.70748299319727,24.680303445716692,4.846534653465347
hocap__subject_8__20231024_180733__seg00,left,g06_1,309,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
hocap__subject_8__20231024_180733__seg00,right,g06_1,309,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
hocap__subject_8__20231024_180733__seg01,left,g06_2,574,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
hocap__subject_8__20231024_180733__seg01,right,g06_2,574,2.7874564459930316,0.0,9.614057994161318,5.398962248845246,15,2.7874564459930316,9.614057994161318,1.6875
hocap__subject_8__20231024_180733__seg02,left,g06_1,298,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
hocap__subject_8__20231024_180733__seg02,right,g06_1,298,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
hocap__subject_8__20231024_181413__seg00,left,g11_4,279,6.451612903225806,0.0,5.682325839616748,0.9960445858705311,7,6.810035842293908,6.707046040199427,1.6842105263157894
hocap__subject_8__20231024_181413__seg00,right,g11_4,279,45.16129032258064,0.0,7.624218369859286,3.2452221970882658,102,45.878136200716845,7.624218369859286,1.7734375
hocap__subject_8__20231024_181413__seg01,left,g11_1,831,16.004813477737663,0.0,26.30663316563102,14.93466231307083,133,16.004813477737663,26.30663316563102,2.5488721804511276
hocap__subject_8__20231024_181413__seg01,right,g11_1,831,15.764139590854393,3.1287605294825513,21.23580235274323,7.987272771422696,98,15.764139590854393,21.23580235274323,1.7328244274809161
hocap__subject_9__20231027_123403__seg00,right,g07_4,197,8.121827411167512,0.0,10.01217025291037,5.016384946383588,10,18.781725888324875,10.603824748816304,1.1891891891891893
hocap__subject_9__20231027_123403__seg01,right,g07_1,219,54.794520547945204,0.0,25.75587123417607,13.452457706745413,120,54.794520547945204,25.75587123417607,2.6333333333333333
hocap__subject_9__20231027_123403__seg02,right,g07_3,219,49.31506849315068,0.0,18.203406264354875,8.519809491744706,107,49.31506849315068,18.203406264354875,2.5833333333333335
hocap__subject_9__20231027_123403__seg03,right,g07_1,227,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
hocap__subject_9__20231027_123725__seg00,right,g09_1,234,61.111111111111114,0.0,11.561411295790204,4.509037082160954,140,61.111111111111114,11.561411295790204,1.867132867132867
hocap__subject_9__20231027_123725__seg01,right,g09_3,286,2.097902097902098,0.0,0.9276834136205057,0.5259802636633935,6,2.097902097902098,0.9276834136205057,1.0
hocap__subject_9__20231027_123725__seg02,right,g09_4,268,57.46268656716418,47.38805970149254,20.803039172932287,9.397076822327415,154,57.46268656716418,20.803039172932287,4.538961038961039
hocap__subject_9__20231027_123725__seg03,right,g09_2,273,46.15384615384615,0.0,24.229142044333067,5.975635555283783,119,57.87545787545788,25.14950874591744,5.9113924050632916
hocap__subject_9__20231027_123814__seg00,left,g09_2,316,44.620253164556964,34.177215189873415,18.032657706036858,6.377643389307751,139,44.620253164556964,18.032657706036858,3.8652482269503547
hocap__subject_9__20231027_123814__seg00,right,g09_2,316,47.46835443037975,19.936708860759495,22.540674192058194,8.668228074091852,150,47.46835443037975,22.540674192058194,3.9066666666666667
hocap__subject_9__20231027_123814__seg01,left,g09_4,345,39.42028985507247,4.3478260869565215,26.6701031516549,13.972307217675937,136,39.42028985507247,26.6701031516549,3.7573529411764706
hocap__subject_9__20231027_123814__seg01,right,g09_4,345,36.52173913043478,0.0,22.405147204905482,10.86478129118357,64,39.710144927536234,22.405147204905482,1.2043795620437956
hocap__subject_9__20231027_123814__seg03,left,g09_2,302,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
hocap__subject_9__20231027_123814__seg03,right,g09_2,302,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
hocap__subject_9__20231027_124057__seg00,right,g11_4,272,25.0,0.0,5.900869188241673,2.0555937750100024,39,25.0,5.900869188241673,1.0
hocap__subject_9__20231027_124057__seg01,right,g11_1,253,60.86956521739131,0.0,21.125839290512634,12.146496370721769,153,60.86956521739131,21.125839290512634,1.2792207792207793
hocap__subject_9__20231027_124057__seg02,right,g11_2,274,60.94890510948905,52.55474452554745,37.469787834334106,17.67362870547893,166,60.94890510948905,37.469787834334106,3.6467065868263475
hocap__subject_9__20231027_124057__seg03,right,g11_3,244,54.91803278688525,43.0327868852459,27.06800402415781,11.417604394232113,134,54.91803278688525,27.06800402415781,4.664179104477612
hocap__subject_9__20231027_124926__seg00,left,g16_3,317,33.12302839116719,26.498422712933756,16.271698215964044,7.374583614372677,105,34.70031545741325,16.271698215964044,3.2
hocap__subject_9__20231027_124926__seg00,right,g16_3,317,42.586750788643535,0.0,22.72088821675579,14.207011108127066,96,42.90220820189275,22.72088821675579,1.1911764705882353
hocap__subject_9__20231027_124926__seg02,left,g16_2,280,36.42857142857142,8.571428571428571,16.995904632939073,6.630259012557768,82,38.57142857142858,16.995904632939073,2.0
hocap__subject_9__20231027_124926__seg02,right,g16_2,280,23.92857142857143,0.0,11.697980821214388,4.036182403024281,42,23.92857142857143,11.697980821214388,1.492537313432836
hocap__subject_9__20231027_124926__seg03,left,g16_1,308,45.77922077922078,37.98701298701299,33.18088292451193,11.819547003328527,141,45.77922077922078,33.18088292451193,4.1063829787234045
hocap__subject_9__20231027_124926__seg03,right,g16_1,308,34.74025974025974,2.5974025974025974,30.597432052310857,11.619278027521256,102,34.74025974025974,30.597432052310857,2.1682242990654204
hocap__subject_9__20231027_125019__seg00,right,g16_2,330,69.6969696969697,2.4242424242424243,13.382659303835228,4.128771522606434,230,69.6969696969697,13.382659303835228,1.7043478260869565
hocap__subject_9__20231027_125019__seg02,right,g16_3,301,54.15282392026578,12.956810631229235,24.375438623714427,7.4693647915570205,163,54.15282392026578,24.375438623714427,3.2515337423312882
hocap__subject_9__20231027_125019__seg03,right,g16_1,377,71.3527851458886,16.445623342175068,33.27761181538083,16.731663582774786,269,71.3527851458886,33.295841825705395,4.052044609665428
hocap__subject_9__20231027_125315__seg00,right,g21_3,230,26.521739130434785,0.0,5.835454056742572,1.7490910405950546,28,56.52173913043478,5.835454056742572,1.1307692307692307
hocap__subject_9__20231027_125315__seg01,right,g21_4,228,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
hocap__subject_9__20231027_125315__seg02,right,g21_2,225,60.44444444444444,0.0,12.874791744609084,7.247348435988621,136,60.44444444444444,12.874791744609084,1.0
hocap__subject_9__20231027_125315__seg03,right,g21_1,239,73.64016736401673,69.4560669456067,28.819019722314163,13.994126544525722,176,73.64016736401673,31.75709915931424,6.698863636363637
